Brand,Country,Whiskies,Votes,Rating,WB Ranking,Continente
Old Ripy,United States,1,0,49.85,G,America
Old Schenley,United States,2,0,49.85,G,America
Old Setter,United States,1,0,49.85,G,America
Old St. Pete,United States,1,0,49.85,G,America
Old Stagg,United States,6,2,89.75,C,America
Old Sunny Brook,United States,7,1,80,D,America
Old Tahoe,United States,1,1,83,D,America
Old Taylor,United States,36,10,84.71,D,America
Old Thompson,United States,2,0,49.85,G,America
Old Tradition,United States,1,0,49.85,G,America
Old Tub,United States,1,1,88,C,America
Old Vandegrift,United States,1,0,49.85,G,America
Old Velvet,United States,1,0,49.85,G,America
Old Virginia,United States,3,1,61,G,America
Old W.L. Weller,United States,6,1,85,C,America
Old Weller,United States,25,8,86.27,C,America
Old Whiskey River,United States,4,1,64,G,America
Old Williamsburg,United States,2,0,49.85,G,America
Old World Spirits,United States,3,0,49.85,G,America
Olde Bourbon,United States,1,1,83,D,America
Olde Sunnyford,United States,1,1,87,C,America
Oldfangled Knotter Bourbon,United States,2,1,89,C,America
OldField,United States,1,0,49.85,G,America
Ole Smoky,United States,7,5,30.06,G,America
One Foot Cock,United States,2,0,49.85,G,America
One-Twenty,United States,1,0,49.85,G,America
Onyx Moonshine,United States,1,0,49.85,G,America
Oola,United States,4,1,79,E,America
Oppidan,United States,1,0,49.85,G,America
Oregon Spirit Distillers,United States,2,1,80,D,America
Oregon Territory,United States,1,0,49.85,G,America
Organic Oregon,United States,1,0,49.85,G,America
Original,United States,1,0,49.85,G,America
Original Barrel Brand,United States,1,0,49.85,G,America
Original Tennessee Sour Mash Whisky,United States,2,1,85.5,C,America
Overholt,United States,4,3,89.78,C,America
OYO,United States,5,2,77.5,E,America
Ozark Distillery,United States,1,0,49.85,G,America
Palm Ridge,United States,2,2,76.88,E,America
Palmetto,United States,2,0,49.85,G,America
Paniolo,United States,1,0,49.85,G,America
Panther Distillery,United States,5,1,68.5,G,America
Pappy Van Winkle's,United States,31,21,88.07,C,America
Park & Tilford,United States,1,0,49.85,G,America
Park Avenue,United States,1,0,49.85,G,America
Parker's Heritage Collection,United States,20,15,89.57,C,America
Peach Street Distillers,United States,3,1,78.25,E,America
Pearse Lyons,United States,2,1,80,D,America
Peerless,United States,2,1,89,C,America
Peg Leg Porker,United States,1,0,49.85,G,America
PennyPacker,United States,5,4,69.31,G,America
Penthouse,United States,1,0,49.85,G,America
Peregrine Rock,United States,1,0,49.85,G,America
Peter Jake's,United States,1,0,49.85,G,America
Philadelphia,United States,1,0,49.85,G,America
Philadelphia Distilling,United States,1,0,49.85,G,America
Pikesville,United States,3,3,80.9,D,America
Pine Barrens,United States,17,3,80.33,D,America
Pinhook,United States,7,0,49.85,G,America
Pittsburgh Distilling Company,United States,4,0,49.85,G,America
Platte Valley,United States,6,3,71.61,F,America
Plenty,United States,1,0,49.85,G,America
Popcorn Sutton,United States,3,1,60,G,America
Port Chilkoot,United States,2,0,49.85,G,America
Potter's,United States,2,0,49.85,G,America
Pow-wow,United States,2,2,72.88,F,America
Precinct No. 6,United States,1,0,49.85,G,America
Prichard's,United States,13,7,80.28,D,America
Proof 107,United States,1,0,49.85,G,America
Punish95,United States,2,0,49.85,G,America
Pure Antique,United States,1,0,49.85,G,America
Pure Kentucky,United States,7,7,83.14,D,America
Putnam,United States,2,0,49.85,G,America
Queen Jennie,United States,1,0,49.85,G,America
R.J. Hodges,United States,1,0,49.85,G,America
Rabbit Hole,United States,3,0,49.85,G,America
Rackhouse,United States,2,2,79.75,E,America
Ragtime,United States,1,1,80.75,D,America
Rainbow,United States,1,0,49.85,G,America
Ranch Wood,United States,3,1,59.33,G,America
Ranchwood,United States,1,0,49.85,G,America
Ranger Creek,United States,6,2,78.25,E,America
Rangers,United States,1,0,49.85,G,America
Ransom,United States,4,3,84.11,D,America
Rare Antique,United States,2,0,49.85,G,America
Rare Old Fitzgerald,United States,1,0,49.85,G,America
Rare Perfection,United States,8,1,90,B,America
Rasputin,United States,3,2,74.5,F,America
Rathskeller Rye,United States,1,0,49.85,G,America
Re:Find,United States,1,0,49.85,G,America
Rebecca,United States,1,0,49.85,G,America
Rebecca Creek,United States,1,0,49.85,G,America
Rebel Yell,United States,23,13,77.88,E,America
Rebellion,United States,2,1,79,E,America
Red & Gold,United States,2,0,49.85,G,America
Red and Blue,United States,1,0,49.85,G,America
Red River,United States,3,1,4,G,America
Red State,United States,2,0,49.85,G,America
Redemption,United States,21,11,78.36,E,America
Reece's,United States,4,0,49.85,G,America
Repeal,United States,1,1,84,D,America
Reservoir,United States,15,5,83.4,D,America
Reverend Paul's,United States,NA,0,49.85,G,America
Revolution Rye,United States,1,0,49.85,G,America
Rewco,United States,1,0,49.85,G,America
Rhetoric,United States,5,4,87.02,C,America
Rich Grain Distilling Co.,United States,1,0,49.85,G,America
Rittenhouse,United States,27,20,84.33,D,America
River Baron,United States,1,0,49.85,G,America
Riverboat,United States,3,1,72,F,America
Rixston,United States,1,0,49.85,G,America
Rock Hill Farms,United States,4,4,84.93,D,America
Rock Town,United States,28,10,80.67,D,America
RockCastle,United States,1,0,49.85,G,America
Rocky Mountain,United States,2,1,96,A,America
Rod & Rifle,United States,1,0,49.85,G,America
Rogin's Choice,United States,3,0,49.85,G,America
Rogue,United States,2,2,69.13,G,America
Roknar,United States,3,0,49.85,G,America
Rose Brook,United States,1,0,49.85,G,America
Rough Rider,United States,6,3,83.22,D,America
RoughStock,United States,15,8,74.59,F,America
Rowan's Creek,United States,22,17,82.99,D,America
RÚA,United States,1,0,49.85,G,America
Run for the Roses,United States,2,0,49.85,G,America
Russell's Reserve,United States,44,26,85.42,C,America
Ryan & Wood,United States,1,0,49.85,G,America
Rye Royal,United States,1,0,49.85,G,America
Rye Whiskey 30,United States,1,0,49.85,G,America
Ryemageddon,United States,1,1,77,E,America
S. S. P.,United States,1,1,84,D,America
S.S. Pierce,United States,4,1,88,C,America
Sagamore Spirit,United States,1,0,49.85,G,America
Sam Clay,United States,4,0,49.85,G,America
Sam Houston,United States,7,4,78.06,E,America
Sam Thompson,United States,1,0,49.85,G,America
Samrock,United States,1,1,76,E,America
Samuel Grant,United States,1,0,49.85,G,America
San Diego Distillery,United States,3,0,49.85,G,America
Sandy Macniel,United States,NA,0,49.85,G,America
Sazerac,United States,22,18,88.99,C,America
Schnucks,United States,1,0,49.85,G,America
Seattle Distilling,United States,1,0,49.85,G,America
Second Glance,United States,1,1,84,D,America
Senator Corby,United States,1,0,49.85,G,America
Setter,United States,1,0,49.85,G,America
Seven Brothers,United States,1,0,49.85,G,America
Seven Devils,United States,1,0,49.85,G,America
Seven Oaks,United States,3,1,68,G,America
Seven Stills of San Francisco,United States,4,3,84.33,D,America
Seventeen Twelve,United States,2,1,80.29,D,America
Shady Springs,United States,1,0,49.85,G,America
Shays' Rebellion,United States,1,0,49.85,G,America
Sheffer Fort,United States,4,2,47.5,G,America
Shelter Distilling,United States,1,0,49.85,G,America
Shenk's Homestead,United States,3,3,85.5,C,America
Sherbrook,United States,1,1,90,B,America
Sherwood,United States,1,0,49.85,G,America
Shippen Bros.,United States,2,2,81.67,D,America
Short Mountain,United States,1,0,49.85,G,America
Silver Coyote,United States,1,1,81,D,America
Silver Pitcher,United States,1,0,49.85,G,America
Silver Star,United States,1,0,49.85,G,America
Silverhorn,United States,1,0,49.85,G,America
Single Barrel Light Whiskey,United States,4,2,80.5,D,America
Single Barrel Rye Whiskey,United States,1,1,82,D,America
Six & Twenty,United States,1,0,49.85,G,America
Skagit Moon,United States,NA,0,49.85,G,America
Skip Rock,United States,1,0,49.85,G,America
Slaughter House,United States,1,1,85.33,C,America
Slow Hand,United States,2,1,75,E,America
Smooth Ambler,United States,143,40,83.96,D,America
Smugglers' Notch,United States,4,0,49.85,G,America
Snake River,United States,1,1,17,G,America
Society of Bourbon Connoisseurs,United States,6,2,83,D,America
Sonoma County,United States,16,13,85.17,C,America
Sons of Liberty,United States,6,4,78.5,E,America
South Boston,United States,1,1,70,F,America
Southern Artisan Spirits,United States,2,0,49.85,G,America
Southern Star,United States,5,0,49.85,G,America
Southern Tier,United States,2,0,49.85,G,America
Speakeasy,United States,1,0,49.85,G,America
Speakeasy Select,United States,1,0,49.85,G,America
Spirit Hound,United States,1,1,81,D,America
Spirit of Boston,United States,1,0,49.85,G,America
Spirit Works,United States,1,0,49.85,G,America
Split Rock,United States,1,1,81.33,D,America
Spring 44,United States,1,0,49.85,G,America
Spring Mill,United States,1,0,49.85,G,America
Spring River,United States,3,0,49.85,G,America
Square One,United States,1,0,49.85,G,America
St. Augustine,United States,1,0,49.85,G,America
St. George Spirits,United States,16,9,78.63,E,America
Stage Coach,United States,1,0,49.85,G,America
Stagg Jr.,United States,11,10,87.53,C,America
Standard Wormwood,United States,3,0,49.85,G,America
Stark Spirits,United States,5,0,49.85,G,America
Starlight Distillery,United States,3,0,49.85,G,America
Stars & Stripes,United States,5,1,65,G,America
Stein,United States,5,0,49.85,G,America
Stewart,United States,1,0,49.85,G,America
Stillbrook,United States,8,2,81.1,D,America
Stillhouse,United States,1,1,55.5,G,America
StilltheOne,United States,2,1,83,D,America
Stitzel-Weller,United States,1,0,49.85,G,America
Stolen Whiskey,United States,1,0,49.85,G,America
Stone Barn,United States,3,0,49.85,G,America
Stone Castle,United States,1,0,49.85,G,America
StoneHammer,United States,1,0,49.85,G,America
Straight Bourbon Whiskey,United States,9,6,88.65,C,America
Straight Edge,United States,1,1,82.7,D,America
Straight Rye Whiskey,United States,1,0,49.85,G,America
Stranahan's,United States,21,13,85.74,C,America
Stuart's,United States,2,0,49.85,G,America
Sunny Brook,United States,2,0,49.85,G,America
Susquehanna,United States,1,0,49.85,G,America
Swabbie Whiskey,United States,2,0,49.85,G,America
T.J. Pottinger,United States,6,0,49.85,G,America
T.W. Samuels,United States,3,0,49.85,G,America
Tacoma,United States,1,1,79,E,America
Taconic Distillery,United States,5,0,49.85,G,America
Tahoe Moonshine,United States,1,0,49.85,G,America
Taos Lightning,United States,4,0,49.85,G,America
Tatoosh,United States,3,2,75.5,E,America
Tattersall,United States,1,1,86,C,America
Taylor,United States,1,0,49.85,G,America
Temperance Distilling,United States,1,0,49.85,G,America
Temperance Trader,United States,4,1,83,D,America
Templeton,United States,7,7,81.51,D,America
Temptation,United States,1,0,49.85,G,America
Ten High,United States,11,5,83.4,D,America
Tennessee Bourbon,United States,6,5,86.98,C,America
Tennessee Spirits Company,United States,3,1,84,D,America
Tennessee Straight Bourbon,United States,1,0,49.85,G,America
Tennessee Walker,United States,1,0,49.85,G,America
Tennessee Whisky,United States,2,1,85.67,C,America
Texas Ligation,United States,2,1,80,D,America
Texas Longhorn,United States,1,0,49.85,G,America
The Ambassador,United States,1,1,88,C,America
The Big T,United States,1,0,49.85,G,America
The Bitter Truth,United States,1,1,89.75,C,America
The Burning Chair,United States,1,0,49.85,G,America
The Classic Cask,United States,14,6,91.89,B,America
The Dead Rabbit,United States,1,0,49.85,G,America
The Emerald 1865,United States,2,0,49.85,G,America
The Gifted Horse,United States,1,1,100,A,America
The Hilhaven Lodge,United States,1,0,49.85,G,America
The Most Righteous,United States,1,1,81.5,D,America
The Notch,United States,3,1,89,C,America
The Original Texas Legend Distillery,United States,2,0,49.85,G,America
The President's Choice,United States,1,0,49.85,G,America
The Presidential Dram,United States,3,0,49.85,G,America
The Spirit of Shawnee,United States,1,1,81,D,America
The Steward's Solera,United States,1,0,49.85,G,America
The Trail of Tears,United States,1,1,82.63,D,America
The Yellow Rose of Texas,United States,4,1,71,F,America
Thedford Colonial Style,United States,1,0,49.85,G,America
Thirteen Corners,United States,2,0,49.85,G,America
Thirteenth Colony,United States,3,1,81,D,America
Thomas H. Handy Sazerac,United States,12,12,89.3,C,America
Three Oaks,United States,1,1,53,G,America
Thumb Butte,United States,4,0,49.85,G,America
Thunder Road,United States,NA,0,49.85,G,America
Tiger Juice Distillery,United States,1,0,49.85,G,America
Tim Smith's,United States,2,1,50,G,America
Tincup,United States,3,3,82.12,D,America
Tirado,United States,1,0,49.85,G,America
Tom Dooley,United States,1,0,49.85,G,America
Tom Moore,United States,4,0,49.85,G,America
Tom's,United States,1,0,49.85,G,America
Tom's Foolery,United States,7,3,79.67,E,America
TOPO,United States,1,0,49.85,G,America
Town Branch,United States,5,1,73.4,F,America
Trader Joe's,United States,1,1,76,E,America
Trail Town Still,United States,1,0,49.85,G,America
Trail's End,United States,2,0,49.85,G,America
Travelers Club,United States,1,0,49.85,G,America
Traverse City Whiskey Co.,United States,1,1,75,E,America
Treaty Oak,United States,1,0,49.85,G,America
Triple Crown,United States,1,0,49.85,G,America
Triple Smoke,United States,12,8,79.09,E,America
Troy & Sons,United States,2,0,49.85,G,America
Tullahoma,United States,5,3,84.12,D,America
Turley Mill,United States,1,0,49.85,G,America
Two Horses,United States,1,0,49.85,G,America
Two James,United States,4,0,49.85,G,America
Two-Faced,United States,1,0,49.85,G,America
TX,United States,2,0,49.85,G,America
Ugly's Moonshine,United States,1,0,49.85,G,America
Uncle Nearest 1856,United States,2,0,49.85,G,America
Uncle Sam's,United States,1,0,49.85,G,America
Underground,United States,10,7,84.1,D,America
Union Horse,United States,1,0,49.85,G,America
Van Brunt Stillhouse,United States,12,4,72.88,F,America
Van Winkle,United States,30,14,86.72,C,America
Very Old Barton,United States,10,4,82.67,D,America
Very Old Fitzgerald,United States,27,0,49.85,G,America
Very Olde St. Nick,United States,27,9,91.11,B,America
Very Very Old Fitzgerald,United States,19,1,3,G,America
Very Xtra Old Fitzgerald,United States,7,0,49.85,G,America
Vinn,United States,1,0,49.85,G,America
Vintage Bourbon,United States,3,2,83.1,D,America
Vintage Rye,United States,2,2,86.27,C,America
Virgil Kaine,United States,2,0,49.85,G,America
Virgin Bourbon,United States,5,1,91,B,America
Virginia,United States,8,2,82,D,America
Virginia Black,United States,1,0,49.85,G,America
Virginia Gentleman,United States,3,1,76.33,E,America
Virginia Sweetwater,United States,1,0,49.85,G,America
W.B. Samuels,United States,1,0,49.85,G,America
W.H. Harrison,United States,3,0,49.85,G,America
W.L. Weller,United States,29,18,84.35,D,America
Walking Stick,United States,1,0,49.85,G,America
Walleye Rye,United States,2,1,85,C,America
Wanigan,United States,1,0,49.85,G,America
War Eagle,United States,1,0,49.85,G,America
Wasmund's,United States,15,8,61.58,G,America
Waterfill & Frazier,United States,1,0,49.85,G,America
Watergate,United States,1,0,49.85,G,America
Watershed,United States,2,0,49.85,G,America
Wathen's,United States,13,4,85.56,C,America
Watkins Select,United States,1,1,56,G,America
Wayward,United States,2,1,80.75,D,America
Weller,United States,3,2,90.88,B,America
Weller's Antique Reserve,United States,3,0,49.85,G,America
Weller's Original,United States,6,1,88,C,America
West of Kentucky,United States,7,2,78.5,E,America
West Virginia,United States,1,0,49.85,G,America
Western Gold,United States,3,3,63.52,G,America
Westland,United States,70,42,84.31,D,America
Whip Saw,United States,1,0,49.85,G,America
Whiskey Row,United States,1,0,49.85,G,America
Whiskey Sister,United States,1,0,49.85,G,America
Whiskey Thief,United States,3,1,82,D,America
Whiskey Trails,United States,1,0,49.85,G,America
